Year,Age_Group,Category,Visits_Thousands,Visits_Millions
2011,18-44 years,Hospital outpatient department,20.0,0.02
2000,45-54 years,Hospital outpatient department,26.0,0.026
2001,45-54 years,Hospital outpatient department,26.0,0.026
2002,45-54 years,Hospital outpatient department,25.0,0.025
2003,45-54 years,Hospital outpatient department,25.0,0.025
2004,45-54 years,Hospital outpatient department,23.0,0.023
2005,45-54 years,Hospital outpatient department,24.0,0.024
2006,45-54 years,Hospital outpatient department,31.0,0.031
2007,45-54 years,Hospital outpatient department,26.0,0.026
2008,45-54 years,Hospital outpatient department,28.0,0.028
2009,45-54 years,Hospital outpatient department,28.0,0.028
2010,45-54 years,Hospital outpatient department,24.0,0.024
2011,45-54 years,Hospital outpatient department,34.0,0.034
2000,55-64 years,Hospital outpatient department,32.0,0.032
2001,55-64 years,Hospital outpatient department,30.0,0.03
2002,55-64 years,Hospital outpatient department,28.0,0.028
2003,55-64 years,Hospital outpatient department,29.0,0.029
2004,55-64 years,Hospital outpatient department,30.0,0.03
2005,55-64 years,Hospital outpatient department,29.0,0.029
2006,55-64 years,Hospital outpatient department,34.0,0.034
2007,55-64 years,Hospital outpatient department,27.0,0.027
2008,55-64 years,Hospital outpatient department,37.0,0.037
2009,55-64 years,Hospital outpatient department,35.0,0.035
2010,55-64 years,Hospital outpatient department,32.0,0.032
2011,55-64 years,Hospital outpatient department,45.0,0.045
2000,65-74 years,Hospital outpatient department,38.0,0.038
2001,65-74 years,Hospital outpatient department,35.0,0.035
2002,65-74 years,Hospital outpatient department,34.0,0.034
2003,65-74 years,Hospital outpatient department,34.0,0.034
2004,65-74 years,Hospital outpatient department,34.0,0.034
2005,65-74 years,Hospital outpatient department,34.0,0.034
2006,65-74 years,Hospital outpatient department,40.0,0.04
2007,65-74 years,Hospital outpatient department,35.0,0.035
2008,65-74 years,Hospital outpatient department,44.0,0.044
2009,65-74 years,Hospital outpatient department,37.0,0.037
2010,65-74 years,Hospital outpatient department,47.0,0.047
2011,65-74 years,Hospital outpatient department,52.0,0.052
2000,75 years and over,Hospital outpatient department,42.0,0.042
2001,75 years and over,Hospital outpatient department,37.0,0.037
2002,75 years and over,Hospital outpatient department,31.0,0.031
2003,75 years and over,Hospital outpatient department,38.0,0.038
2005,45-54 years,Hospital outpatient department,36.0,0.036
2004,75 years and over,Hospital outpatient department,34.0,0.034
2005,75 years and over,Hospital outpatient department,32.0,0.032
2006,75 years and over,Hospital outpatient department,44.0,0.044
2007,75 years and over,Hospital outpatient department,30.0,0.03
2008,75 years and over,Hospital outpatient department,50.0,0.05
2009,75 years and over,Hospital outpatient department,37.0,0.037
2010,75 years and over,Hospital outpatient department,50.0,0.05
2011,75 years and over,Hospital outpatient department,49.0,0.049
2000,Under 18 years,Hospital outpatient department,29.0,0.029
2001,Under 18 years,Hospital outpatient department,29.0,0.029
2002,Under 18 years,Hospital outpatient department,31.0,0.031
2003,Under 18 years,Hospital outpatient department,36.0,0.036
2004,Under 18 years,Hospital outpatient department,30.0,0.03
2005,Under 18 years,Hospital outpatient department,33.0,0.033
2006,Under 18 years,Hospital outpatient department,33.0,0.033
2007,Under 18 years,Hospital outpatient department,26.0,0.026
2008,Under 18 years,Hospital outpatient department,36.0,0.036
2009,Under 18 years,Hospital outpatient department,30.0,0.03
2010,Under 18 years,Hospital outpatient department,33.0,0.033
2011,Under 18 years,Hospital outpatient department,38.0,0.038
2000,18-44 years,Hospital outpatient department,33.0,0.033
2001,18-44 years,Hospital outpatient department,34.0,0.034
2002,18-44 years,Hospital outpatient department,35.0,0.035
2003,18-44 years,Hospital outpatient department,41.0,0.041
2004,18-44 years,Hospital outpatient department,35.0,0.035
2005,18-44 years,Hospital outpatient department,37.0,0.037
2006,18-44 years,Hospital outpatient department,41.0,0.041
2007,18-44 years,Hospital outpatient department,38.0,0.038
2008,18-44 years,Hospital outpatient department,44.0,0.044
2009,18-44 years,Hospital outpatient department,38.0,0.038
2010,18-44 years,Hospital outpatient department,35.0,0.035
2011,18-44 years,Hospital outpatient department,47.0,0.047
2000,45-54 years,Hospital outpatient department,36.0,0.036
2001,45-54 years,Hospital outpatient department,36.0,0.036
2002,45-54 years,Hospital outpatient department,36.0,0.036
2003,45-54 years,Hospital outpatient department,39.0,0.039
2004,45-54 years,Hospital outpatient department,34.0,0.034
2006,45-54 years,Hospital outpatient department,41.0,0.041
2007,45-54 years,Hospital outpatient department,39.0,0.039
2008,45-54 years,Hospital outpatient department,45.0,0.045
2009,45-54 years,Hospital outpatient department,41.0,0.041
2010,45-54 years,Hospital outpatient department,37.0,0.037
2011,45-54 years,Hospital outpatient department,53.0,0.053
2000,55-64 years,Hospital outpatient department,45.0,0.045
2001,55-64 years,Hospital outpatient department,45.0,0.045
2002,55-64 years,Hospital outpatient department,43.0,0.043
2003,55-64 years,Hospital outpatient department,45.0,0.045
2004,55-64 years,Hospital outpatient department,41.0,0.041
2005,55-64 years,Hospital outpatient department,41.0,0.041
2006,55-64 years,Hospital outpatient department,48.0,0.048
2007,55-64 years,Hospital outpatient department,43.0,0.043
2008,55-64 years,Hospital outpatient department,51.0,0.051
2009,55-64 years,Hospital outpatient department,44.0,0.044
2010,55-64 years,Hospital outpatient department,46.0,0.046
2011,55-64 years,Hospital outpatient department,54.0,0.054
2000,65-74 years,Hospital outpatient department,46.0,0.046
2001,65-74 years,Hospital outpatient department,45.0,0.045
2002,65-74 years,Hospital outpatient department,36.0,0.036
2003,65-74 years,Hospital outpatient department,44.0,0.044
2004,65-74 years,Hospital outpatient department,44.0,0.044
2005,65-74 years,Hospital outpatient department,47.0,0.047
2006,65-74 years,Hospital outpatient department,54.0,0.054
2007,65-74 years,Hospital outpatient department,46.0,0.046
2008,65-74 years,Hospital outpatient department,58.0,0.058
2009,65-74 years,Hospital outpatient department,41.0,0.041
2010,65-74 years,Hospital outpatient department,54.0,0.054
2011,65-74 years,Hospital outpatient department,60.0,0.06
2000,75 years and over,Hospital outpatient department,49.0,0.049
2001,75 years and over,Hospital outpatient department,40.0,0.04
2002,75 years and over,Hospital outpatient department,38.0,0.038
2003,75 years and over,Hospital outpatient department,37.0,0.037
2004,75 years and over,Hospital outpatient department,37.0,0.037
2005,75 years and over,Hospital outpatient department,42.0,0.042
2006,75 years and over,Hospital outpatient department,45.0,0.045
2007,75 years and over,Hospital outpatient department,39.0,0.039
2008,75 years and over,Hospital outpatient department,47.0,0.047
2009,75 years and over,Hospital outpatient department,43.0,0.043
2010,75 years and over,Hospital outpatient department,53.0,0.053
2011,75 years and over,Hospital outpatient department,61.0,0.061
2000,All ages,Hospital outpatient department,28.0,0.028
2001,All ages,Hospital outpatient department,28.0,0.028
2002,All ages,Hospital outpatient department,27.0,0.027
2003,All ages,Hospital outpatient department,30.0,0.03
2004,All ages,Hospital outpatient department,27.0,0.027
2005,All ages,Hospital outpatient department,28.0,0.028
2006,All ages,Hospital outpatient department,31.0,0.031
2007,All ages,Hospital outpatient department,26.0,0.026
2008,All ages,Hospital outpatient department,33.0,0.033
2009,All ages,Hospital outpatient department,29.0,0.029
2010,All ages,Hospital outpatient department,32.0,0.032
2011,All ages,Hospital outpatient department,38.0,0.038
2000,All ages,Hospital outpatient department,48.0,0.048
2001,All ages,Hospital outpatient department,49.0,0.049
2002,All ages,Hospital outpatient department,53.0,0.053
2003,All ages,Hospital outpatient department,60.0,0.06
2004,All ages,Hospital outpatient department,50.0,0.05
2005,All ages,Hospital outpatient department,57.0,0.057
2006,All ages,Hospital outpatient department,64.0,0.064
2007,All ages,Hospital outpatient department,58.0,0.058
2008,All ages,Hospital outpatient department,68.0,0.068
2009,All ages,Hospital outpatient department,58.0,0.058
2010,All ages,Hospital outpatient department,50.0,0.05
2011,All ages,Hospital outpatient department,68.0,0.068
2000,Under 18 years,Hospital outpatient department,27.0,0.027
2001,Under 18 years,Hospital outpatient department,28.0,0.028
2002,Under 18 years,Hospital outpatient department,28.0,0.028
2003,Under 18 years,Hospital outpatient department,32.0,0.032
2004,Under 18 years,Hospital outpatient department,28.0,0.028
2005,Under 18 years,Hospital outpatient department,31.0,0.031
2006,Under 18 years,Hospital outpatient department,30.0,0.03
2007,Under 18 years,Hospital outpatient department,23.0,0.023
2001,45-54 years,Hospital outpatient department,28.0,0.028
2008,Under 18 years,Hospital outpatient department,32.0,0.032
2009,Under 18 years,Hospital outpatient department,29.0,0.029
2010,Under 18 years,Hospital outpatient department,33.0,0.033
2011,Under 18 years,Hospital outpatient department,37.0,0.037
2000,18-44 years,Hospital outpatient department,23.0,0.023
2001,18-44 years,Hospital outpatient department,23.0,0.023
2002,18-44 years,Hospital outpatient department,23.0,0.023
2003,18-44 years,Hospital outpatient department,27.0,0.027
2004,18-44 years,Hospital outpatient department,23.0,0.023
2005,18-44 years,Hospital outpatient department,24.0,0.024
2006,18-44 years,Hospital outpatient department,27.0,0.027
2007,18-44 years,Hospital outpatient department,24.0,0.024
2008,18-44 years,Hospital outpatient department,28.0,0.028
2009,18-44 years,Hospital outpatient department,24.0,0.024
2010,18-44 years,Hospital outpatient department,25.0,0.025
2011,18-44 years,Hospital outpatient department,31.0,0.031
2000,45-54 years,Hospital outpatient department,28.0,0.028
2002,45-54 years,Hospital outpatient department,27.0,0.027
2003,45-54 years,Hospital outpatient department,28.0,0.028
2004,45-54 years,Hospital outpatient department,26.0,0.026
2005,45-54 years,Hospital outpatient department,26.0,0.026
2006,45-54 years,Hospital outpatient department,32.0,0.032
2007,45-54 years,Hospital outpatient department,28.0,0.028
2008,45-54 years,Hospital outpatient department,32.0,0.032
2009,45-54 years,Hospital outpatient department,30.0,0.03
2010,45-54 years,Hospital outpatient department,28.0,0.028
2011,45-54 years,Hospital outpatient department,37.0,0.037
2000,55-64 years,Hospital outpatient department,36.0,0.036
2001,55-64 years,Hospital outpatient department,34.0,0.034
2002,55-64 years,Hospital outpatient department,31.0,0.031
2003,55-64 years,Hospital outpatient department,33.0,0.033
2004,55-64 years,Hospital outpatient department,31.0,0.031
2005,55-64 years,Hospital outpatient department,31.0,0.031
2006,55-64 years,Hospital outpatient department,36.0,0.036
2007,55-64 years,Hospital outpatient department,30.0,0.03
2008,55-64 years,Hospital outpatient department,38.0,0.038
2009,55-64 years,Hospital outpatient department,34.0,0.034
2010,55-64 years,Hospital outpatient department,36.0,0.036
2011,55-64 years,Hospital outpatient department,44.0,0.044
2000,65-74 years,Hospital outpatient department,38.0,0.038
2001,65-74 years,Hospital outpatient department,37.0,0.037
2002,65-74 years,Hospital outpatient department,30.0,0.03
2003,65-74 years,Hospital outpatient department,35.0,0.035
2004,65-74 years,Hospital outpatient department,35.0,0.035
2005,65-74 years,Hospital outpatient department,36.0,0.036
2006,65-74 years,Hospital outpatient department,44.0,0.044
2007,65-74 years,Hospital outpatient department,36.0,0.036
2008,65-74 years,Hospital outpatient department,47.0,0.047
2009,65-74 years,Hospital outpatient department,35.0,0.035
2010,65-74 years,Hospital outpatient department,48.0,0.048
2011,65-74 years,Hospital outpatient department,49.0,0.049
2000,75 years and over,Hospital outpatient department,44.0,0.044
2001,75 years and over,Hospital outpatient department,36.0,0.036
2002,75 years and over,Hospital outpatient department,31.0,0.031
2003,75 years and over,Hospital outpatient department,35.0,0.035
2004,75 years and over,Hospital outpatient department,33.0,0.033
2005,75 years and over,Hospital outpatient department,35.0,0.035
2006,75 years and over,Hospital outpatient department,41.0,0.041
2007,75 years and over,Hospital outpatient department,31.0,0.031
2008,75 years and over,Hospital outpatient department,46.0,0.046
2009,75 years and over,Hospital outpatient department,36.0,0.036
2010,75 years and over,Hospital outpatient department,52.0,0.052
2011,75 years and over,Hospital outpatient department,52.0,0.052
2000,Under 18 years,Hospital outpatient department,40.0,0.04
2001,Under 18 years,Hospital outpatient department,44.0,0.044
2002,Under 18 years,Hospital outpatient department,46.0,0.046
2003,Under 18 years,Hospital outpatient department,55.0,0.055
2004,Under 18 years,Hospital outpatient department,42.0,0.042
2005,Under 18 years,Hospital outpatient department,54.0,0.054
2006,Under 18 years,Hospital outpatient department,49.0,0.049
2007,Under 18 years,Hospital outpatient department,44.0,0.044
2008,Under 18 years,Hospital outpatient department,61.0,0.061
2009,Under 18 years,Hospital outpatient department,42.0,0.042
2010,Under 18 years,Hospital outpatient department,48.0,0.048
2011,Under 18 years,Hospital outpatient department,50.0,0.05
2000,18-44 years,Hospital outpatient department,40.0,0.04
2001,18-44 years,Hospital outpatient department,41.0,0.041
2002,18-44 years,Hospital outpatient department,46.0,0.046
2003,18-44 years,Hospital outpatient department,54.0,0.054
2004,18-44 years,Hospital outpatient department,44.0,0.044
2005,18-44 years,Hospital outpatient department,46.0,0.046
2006,18-44 years,Hospital outpatient department,59.0,0.059
2007,18-44 years,Hospital outpatient department,52.0,0.052
2008,18-44 years,Hospital outpatient department,55.0,0.055
2009,18-44 years,Hospital outpatient department,50.0,0.05
2010,18-44 years,Hospital outpatient department,37.0,0.037
2011,18-44 years,Hospital outpatient department,55.0,0.055
2000,45-54 years,Hospital outpatient department,61.0,0.061
2001,45-54 years,Hospital outpatient department,56.0,0.056
2002,45-54 years,Hospital outpatient department,57.0,0.057
2003,45-54 years,Hospital outpatient department,65.0,0.065
2004,45-54 years,Hospital outpatient department,50.0,0.05
2005,45-54 years,Hospital outpatient department,63.0,0.063
2006,45-54 years,Hospital outpatient department,78.0,0.078
2007,45-54 years,Hospital outpatient department,73.0,0.073
2008,45-54 years,Hospital outpatient department,80.0,0.08
2009,45-54 years,Hospital outpatient department,74.0,0.074
2010,45-54 years,Hospital outpatient department,54.0,0.054
2011,45-54 years,Hospital outpatient department,89.0,0.089
2000,55-64 years,Hospital outpatient department,70.0,0.07
2001,55-64 years,Hospital outpatient department,79.0,0.079
2002,55-64 years,Hospital outpatient department,78.0,0.078
2003,55-64 years,Hospital outpatient department,86.0,0.086
2004,55-64 years,Hospital outpatient department,83.0,0.083
2005,55-64 years,Hospital outpatient department,84.0,0.084
2006,55-64 years,Hospital outpatient department,97.0,0.097
2007,55-64 years,Hospital outpatient department,87.0,0.087
2008,55-64 years,Hospital outpatient department,99.0,0.099
2009,55-64 years,Hospital outpatient department,91.0,0.091
2010,55-64 years,Hospital outpatient department,73.0,0.073
2011,55-64 years,Hospital outpatient department,94.0,0.094
2000,65-74 years,Hospital outpatient department,85.0,0.085
2001,65-74 years,Hospital outpatient department,70.0,0.07
2002,65-74 years,Hospital outpatient department,87.0,0.087
2003,65-74 years,Hospital outpatient department,83.0,0.083
2004,65-74 years,Hospital outpatient department,82.0,0.082
2005,65-74 years,Hospital outpatient department,94.0,0.094
2006,65-74 years,Hospital outpatient department,84.0,0.084
2007,65-74 years,Hospital outpatient department,83.0,0.083
2008,65-74 years,Hospital outpatient department,101.0,0.101
2009,65-74 years,Hospital outpatient department,81.0,0.081
2010,65-74 years,Hospital outpatient department,85.0,0.085
2011,65-74 years,Hospital outpatient department,121.0,0.121
2000,75 years and over,Hospital outpatient department,85.0,0.085
2001,75 years and over,Hospital outpatient department,67.0,0.067
2002,75 years and over,Hospital outpatient department,85.0,0.085
2003,75 years and over,Hospital outpatient department,64.0,0.064
2004,75 years and over,Hospital outpatient department,81.0,0.081
2005,75 years and over,Hospital outpatient department,78.0,0.078
2006,75 years and over,Hospital outpatient department,80.0,0.08
2007,75 years and over,Hospital outpatient department,97.0,0.097
2008,75 years and over,Hospital outpatient department,87.0,0.087
2010,75 years and over,Hospital outpatient department,74.0,0.074
2011,75 years and over,Hospital outpatient department,98.0,0.098
2000,All ages,Hospital emergency departments,108017.0,108.017
2001,All ages,Hospital emergency departments,107490.0,107.49
2002,All ages,Hospital emergency departments,110155.0,110.155
2003,All ages,Hospital emergency departments,113903.0,113.903
2004,All ages,Hospital emergency departments,110216.0,110.216
2005,All ages,Hospital emergency departments,115323.0,115.323
2006,All ages,Hospital emergency departments,119191.0,119.191
2007,All ages,Hospital emergency departments,116802.0,116.802
2008,All ages,Hospital emergency departments,123761.0,123.761
2009,All ages,Hospital emergency departments,136072.0,136.072
2010,All ages,Hospital emergency departments,129843.0,129.843
2011,All ages,Hospital emergency departments,136296.0,136.296
2012,All ages,Hospital emergency departments,130870.0,130.87
2013,All ages,Hospital emergency departments,130353.0,130.353
2014,All ages,Hospital emergency departments,141420.0,141.42
2015,All ages,Hospital emergency departments,136943.0,136.943
2016,All ages,Hospital emergency departments,145591.0,145.591
2017,All ages,Hospital emergency departments,138977.0,138.977
2018,All ages,Hospital emergency departments,129974.0,129.974
2000,Under 18 years,Hospital emergency departments,27630.0,27.63
2001,Under 18 years,Hospital emergency departments,26239.0,26.239
2002,Under 18 years,Hospital emergency departments,27932.0,27.932
2003,Under 18 years,Hospital emergency departments,28920.0,28.92
2004,Under 18 years,Hospital emergency departments,27144.0,27.144
2005,Under 18 years,Hospital emergency departments,28915.0,28.915
2006,Under 18 years,Hospital emergency departments,26296.0,26.296
2007,Under 18 years,Hospital emergency departments,26893.0,26.893
2008,Under 18 years,Hospital emergency departments,27880.0,27.88
2009,Under 18 years,Hospital emergency departments,33173.0,33.173
2010,Under 18 years,Hospital emergency departments,29815.0,29.815
2011,Under 18 years,Hospital emergency departments,29451.0,29.451
2012,Under 18 years,Hospital emergency departments,27656.0,27.656
2013,Under 18 years,Hospital emergency departments,27992.0,27.992
2014,Under 18 years,Hospital emergency departments,32485.0,32.485
2015,Under 18 years,Hospital emergency departments,31860.0,31.86
2016,Under 18 years,Hospital emergency departments,32146.0,32.146
2017,Under 18 years,Hospital emergency departments,33698.0,33.698
2018,Under 18 years,Hospital emergency departments,29293.0,29.293
2000,18-44 years,Hospital emergency departments,45816.0,45.816
2001,18-44 years,Hospital emergency departments,46109.0,46.109
2002,18-44 years,Hospital emergency departments,45792.0,45.792
2003,18-44 years,Hospital emergency departments,46449.0,46.449
2004,18-44 years,Hospital emergency departments,45835.0,45.835
2005,18-44 years,Hospital emergency departments,47496.0,47.496
2006,18-44 years,Hospital emergency departments,50139.0,50.139
2007,18-44 years,Hospital emergency departments,47883.0,47.883
2008,18-44 years,Hospital emergency departments,50285.0,50.285
2009,18-44 years,Hospital emergency departments,53784.0,53.784
2010,18-44 years,Hospital emergency departments,52697.0,52.697
2011,18-44 years,Hospital emergency departments,56646.0,56.646
2012,18-44 years,Hospital emergency departments,53489.0,53.489
2013,18-44 years,Hospital emergency departments,51251.0,51.251
2014,18-44 years,Hospital emergency departments,56803.0,56.803
2015,18-44 years,Hospital emergency departments,54592.0,54.592
2016,18-44 years,Hospital emergency departments,55978.0,55.978
2017,18-44 years,Hospital emergency departments,53072.0,53.072
2018,18-44 years,Hospital emergency departments,47085.0,47.085
2000,45-64 years,Hospital emergency departments,18339.0,18.339
2001,45-64 years,Hospital emergency departments,19260.0,19.26
2002,45-64 years,Hospital emergency departments,19943.0,19.943
2003,45-64 years,Hospital emergency departments,20992.0,20.992
2004,45-64 years,Hospital emergency departments,21506.0,21.506
2005,45-64 years,Hospital emergency departments,22182.0,22.182
2006,45-64 years,Hospital emergency departments,25466.0,25.466
2007,45-64 years,Hospital emergency departments,24491.0,24.491
2008,45-64 years,Hospital emergency departments,26335.0,26.335
2009,45-64 years,Hospital emergency departments,29297.0,29.297
2010,45-64 years,Hospital emergency departments,27877.0,27.877
2011,45-64 years,Hospital emergency departments,29828.0,29.828
2012,45-64 years,Hospital emergency departments,28938.0,28.938
2013,45-64 years,Hospital emergency departments,30358.0,30.358
2014,45-64 years,Hospital emergency departments,30354.0,30.354
2015,45-64 years,Hospital emergency departments,29119.0,29.119
2016,45-64 years,Hospital emergency departments,34359.0,34.359
2017,45-64 years,Hospital emergency departments,29828.0,29.828
2018,45-64 years,Hospital emergency departments,30399.0,30.399
2000,45-54 years,Hospital emergency departments,11201.0,11.201
2001,45-54 years,Hospital emergency departments,11707.0,11.707
2002,45-54 years,Hospital emergency departments,12050.0,12.05
2003,45-54 years,Hospital emergency departments,12861.0,12.861
2004,45-54 years,Hospital emergency departments,13156.0,13.156
2005,45-54 years,Hospital emergency departments,13094.0,13.094
2006,45-54 years,Hospital emergency departments,15663.0,15.663
2007,45-54 years,Hospital emergency departments,14898.0,14.898
2008,45-54 years,Hospital emergency departments,15641.0,15.641
2009,45-54 years,Hospital emergency departments,17271.0,17.271
2010,45-54 years,Hospital emergency departments,16581.0,16.581
2011,45-54 years,Hospital emergency departments,17595.0,17.595
2012,45-54 years,Hospital emergency departments,16389.0,16.389
2013,45-54 years,Hospital emergency departments,17358.0,17.358
2014,45-54 years,Hospital emergency departments,16997.0,16.997
2015,45-54 years,Hospital emergency departments,16070.0,16.07
2016,45-54 years,Hospital emergency departments,18605.0,18.605
2017,45-54 years,Hospital emergency departments,16415.0,16.415
2018,45-54 years,Hospital emergency departments,15297.0,15.297
2000,55-64 years,Hospital emergency departments,7138.0,7.138
2001,55-64 years,Hospital emergency departments,7552.0,7.552
2002,55-64 years,Hospital emergency departments,7892.0,7.892
2003,55-64 years,Hospital emergency departments,8132.0,8.132
2004,55-64 years,Hospital emergency departments,8349.0,8.349
2005,55-64 years,Hospital emergency departments,9088.0,9.088
2006,55-64 years,Hospital emergency departments,9803.0,9.803
2007,55-64 years,Hospital emergency departments,9593.0,9.593
2008,55-64 years,Hospital emergency departments,10694.0,10.694
2009,55-64 years,Hospital emergency departments,12026.0,12.026
2010,55-64 years,Hospital emergency departments,11296.0,11.296
2011,55-64 years,Hospital emergency departments,12232.0,12.232
2012,55-64 years,Hospital emergency departments,12549.0,12.549
2013,55-64 years,Hospital emergency departments,13000.0,13.0
2014,55-64 years,Hospital emergency departments,13357.0,13.357
2015,55-64 years,Hospital emergency departments,13050.0,13.05
2016,55-64 years,Hospital emergency departments,15754.0,15.754
2017,55-64 years,Hospital emergency departments,13412.0,13.412
2018,55-64 years,Hospital emergency departments,15102.0,15.102
2000,65 years and over,Hospital emergency departments,16232.0,16.232
2001,65 years and over,Hospital emergency departments,15883.0,15.883
2002,65 years and over,Hospital emergency departments,16488.0,16.488
2003,65 years and over,Hospital emergency departments,17542.0,17.542
2004,65 years and over,Hospital emergency departments,15732.0,15.732
2005,65 years and over,Hospital emergency departments,16730.0,16.73
2006,65 years and over,Hospital emergency departments,17290.0,17.29
2007,65 years and over,Hospital emergency departments,17535.0,17.535
2008,65 years and over,Hospital emergency departments,19261.0,19.261
2009,65 years and over,Hospital emergency departments,19818.0,19.818
2010,65 years and over,Hospital emergency departments,19454.0,19.454
2011,65 years and over,Hospital emergency departments,20372.0,20.372
2012,65 years and over,Hospital emergency departments,20786.0,20.786
2013,65 years and over,Hospital emergency departments,20752.0,20.752
2014,65 years and over,Hospital emergency departments,21778.0,21.778
2015,65 years and over,Hospital emergency departments,21372.0,21.372
2016,65 years and over,Hospital emergency departments,23108.0,23.108
2017,65 years and over,Hospital emergency departments,22379.0,22.379
2018,65 years and over,Hospital emergency departments,23197.0,23.197
2000,65-74 years,Hospital emergency departments,6543.0,6.543
2001,65-74 years,Hospital emergency departments,6551.0,6.551
2002,65-74 years,Hospital emergency departments,6759.0,6.759
2003,65-74 years,Hospital emergency departments,7153.0,7.153
2004,65-74 years,Hospital emergency departments,6219.0,6.219
2005,65-74 years,Hospital emergency departments,6756.0,6.756
2006,65-74 years,Hospital emergency departments,7095.0,7.095
2007,65-74 years,Hospital emergency departments,6908.0,6.908
2008,65-74 years,Hospital emergency departments,7479.0,7.479
2009,65-74 years,Hospital emergency departments,8396.0,8.396
2010,65-74 years,Hospital emergency departments,8199.0,8.199
2011,65-74 years,Hospital emergency departments,8208.0,8.208
2012,65-74 years,Hospital emergency departments,8937.0,8.937
2013,65-74 years,Hospital emergency departments,9354.0,9.354
2014,65-74 years,Hospital emergency departments,9689.0,9.689
2015,65-74 years,Hospital emergency departments,9797.0,9.797
2016,65-74 years,Hospital emergency departments,10985.0,10.985
2017,65-74 years,Hospital emergency departments,10316.0,10.316
2018,65-74 years,Hospital emergency departments,10709.0,10.709
2000,75 years and over,Hospital emergency departments,9690.0,9.69
2001,75 years and over,Hospital emergency departments,9332.0,9.332
2002,75 years and over,Hospital emergency departments,9728.0,9.728
2003,75 years and over,Hospital emergency departments,10389.0,10.389
2004,75 years and over,Hospital emergency departments,9513.0,9.513
2005,75 years and over,Hospital emergency departments,9974.0,9.974
2006,75 years and over,Hospital emergency departments,10195.0,10.195
2007,75 years and over,Hospital emergency departments,10627.0,10.627
2008,75 years and over,Hospital emergency departments,11781.0,11.781
2009,75 years and over,Hospital emergency departments,11423.0,11.423
2010,75 years and over,Hospital emergency departments,11255.0,11.255
2011,75 years and over,Hospital emergency departments,12163.0,12.163
2012,75 years and over,Hospital emergency departments,11849.0,11.849
2013,75 years and over,Hospital emergency departments,11398.0,11.398
2014,75 years and over,Hospital emergency departments,12088.0,12.088
2015,75 years and over,Hospital emergency departments,11575.0,11.575
2016,75 years and over,Hospital emergency departments,12123.0,12.123
2017,75 years and over,Hospital emergency departments,12063.0,12.063
2018,75 years and over,Hospital emergency departments,12488.0,12.488
2000,All ages,Hospital emergency departments,40.0,0.04
2001,All ages,Hospital emergency departments,39.0,0.039
2002,All ages,Hospital emergency departments,39.0,0.039
2003,All ages,Hospital emergency departments,40.0,0.04
2004,All ages,Hospital emergency departments,39.0,0.039
2005,All ages,Hospital emergency departments,40.0,0.04
2006,All ages,Hospital emergency departments,41.0,0.041
2007,All ages,Hospital emergency departments,40.0,0.04
2008,All ages,Hospital emergency departments,42.0,0.042
2009,All ages,Hospital emergency departments,46.0,0.046
2010,All ages,Hospital emergency departments,43.0,0.043
2011,All ages,Hospital emergency departments,45.0,0.045
2012,All ages,Hospital emergency departments,43.0,0.043
2013,All ages,Hospital emergency departments,42.0,0.042
2014,All ages,Hospital emergency departments,46.0,0.046
2015,All ages,Hospital emergency departments,44.0,0.044
2016,All ages,Hospital emergency departments,46.0,0.046
2017,All ages,Hospital emergency departments,44.0,0.044
2018,All ages,Hospital emergency departments,41.0,0.041
2000,All ages,Hospital emergency departments,38.0,0.038
2001,All ages,Hospital emergency departments,37.0,0.037
2002,All ages,Hospital emergency departments,37.0,0.037
2003,All ages,Hospital emergency departments,39.0,0.039
2004,All ages,Hospital emergency departments,36.0,0.036
2005,All ages,Hospital emergency departments,38.0,0.038
2006,All ages,Hospital emergency departments,38.0,0.038
2007,All ages,Hospital emergency departments,37.0,0.037
2008,All ages,Hospital emergency departments,39.0,0.039
2009,All ages,Hospital emergency departments,42.0,0.042
2010,All ages,Hospital emergency departments,40.0,0.04
2011,All ages,Hospital emergency departments,42.0,0.042
2012,All ages,Hospital emergency departments,39.0,0.039
2013,All ages,Hospital emergency departments,38.0,0.038
2014,All ages,Hospital emergency departments,42.0,0.042
2015,All ages,Hospital emergency departments,40.0,0.04
2016,All ages,Hospital emergency departments,43.0,0.043
2017,All ages,Hospital emergency departments,40.0,0.04
2018,All ages,Hospital emergency departments,37.0,0.037
2000,All ages,Hospital emergency departments,41.0,0.041
2001,All ages,Hospital emergency departments,40.0,0.04
2002,All ages,Hospital emergency departments,41.0,0.041
2003,All ages,Hospital emergency departments,42.0,0.042
2004,All ages,Hospital emergency departments,41.0,0.041
2005,All ages,Hospital emergency departments,42.0,0.042
2006,All ages,Hospital emergency departments,44.0,0.044
2007,All ages,Hospital emergency departments,42.0,0.042
2008,All ages,Hospital emergency departments,44.0,0.044
2009,All ages,Hospital emergency departments,49.0,0.049
2010,All ages,Hospital emergency departments,47.0,0.047
2011,All ages,Hospital emergency departments,48.0,0.048
2012,All ages,Hospital emergency departments,47.0,0.047
2013,All ages,Hospital emergency departments,47.0,0.047
2014,All ages,Hospital emergency departments,49.0,0.049
2015,All ages,Hospital emergency departments,48.0,0.048
2016,All ages,Hospital emergency departments,50.0,0.05
2017,All ages,Hospital emergency departments,48.0,0.048
2018,All ages,Hospital emergency departments,44.0,0.044
